DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MIDDL_SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,RELATE_PLACE_NM,REGIST_DE,CORE_KWRD_CN,SEXDSTN_CD,INTRST_REALM_NM,PGE_VIEWS_CO,VISIT_CO,OPN_DE
20231200011,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,뉴스 & 정치/열렬한 뉴스 독자/열렬한 비즈니스 뉴스 독자,75,68,20231230
20231200012,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,뉴스 & 정치/열렬한 뉴스 독자/열렬한 정치 뉴스 독자,75,66,20231230
20231200013,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,여행/여행 매니아,74,67,20231230
20231200014,"일제강점기 한국의 우뭇가사리로 만든 일본 과자, 양갱","양갱은 중국에서 일본에 전해져 정착된 과자로 우뭇가사리를 냉동건조시킨 한천에 팥, 설탕 등을 넣고 쪄서 만든 과자다. 양갱은 일제강점기 조선에 들어와 지금도 팔릴만큼 한국인의 과자로 정착되었다. 양갱의 원료인 우뭇가사리는 일제강점기 본격적으로 한반도 바다에서 채취되었는데 우뭇가사리가 양갱 원료 이외에 의약품, 화장품 등의 원료로 쓰였기 때문이다. 일제강점기 우뭇가사리 채취는 주로 제주도 출신 해녀들이 담당하였다. 해방 후에도 한천은 계속 만들어져 주로 외국으로 수출되었다.",근대 신문으로 보는 음식,개항 이후 들어온 음식과 식재료,https://minio.nculture.org/amsweb-opt/multimedia_assets/233/14832/2431/c/14832-thumb.jpg,https://ncms.nculture.org/legacy/story/2876,근대-일제강점기(1910.8.22~1945.8.14),경상남도,밀양시,경상남도 밀양시 산내면 봉의로 58-31,35.591708,128.880929,,20230101,"양갱, 요깡, 우뭇가사리, 한천, 제주해녀, 나카오카제과, 해태제과합명회사",F,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,73,69,20231230
20231200015,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,미디어 & 엔터테인먼트/만화 & 애니메이션 팬,72,60,20231230
20231200016,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,미디어 & 엔터테인먼트/게이머/하드코어 게이머,71,59,20231230
20231200017,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,여행/여행 매니아,68,60,20231230
20231200018,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,미디어 & 엔터테인먼트/영화 애호가,67,62,20231230
20231200019,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",F,미디어 & 엔터테인먼트/TV 대중 시청자,65,60,20231230
20231200020,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,미디어 & 엔터테인먼트/TV 애호가/드라마 팬,64,52,20231230
20231200021,전통배추를 밀어내고 김치의 원료가 된 결구배추,"배추김치의 주재료인 배추는 조선시대까지 한양과 개성에서 자란 것이 유명했다. 이 배추는 배추잎이 절반정도 뭉친 반결구종으로, 무게는 결구종보다 적고 생육기간도 길었다. 임오군란 이후 중국인들이 한국땅에 살고 중국과 왕래하면서 중국의 결구배추가 들어오게 된다. 결구배추는 배추잎이 서로 감싸 완전히 뭉친 것인데 생육기간이 짧고 크기도 컸다. 일제강점기 반결구배추가 병충해에 시달리면서 결구종 배추가 보급되어 오늘날 김치를 만드는 배추는 결구종배추가 주를 이루게 되었다.",근대 신문으로 보는 음식,전통 음식과 식재료의 변화,,https://ncms.nculture.org/legacy/story/2831,근대-일제강점기(1910.8.22~1945.8.14),,,,,,덕천,20230101,"배추김치, 호배추, 결구배추",M,뉴스 & 정치/열렬한 뉴스 독자/연예 뉴스 매니아,61,61,20231230
20231200022,"서울 최초의 근대 백화점, 미츠코시 백화점 경성지점","미츠코시 백화점 경성지점은 서울특별시에 세워진 최초의 근대식 백화점이다. 미츠코시 오복점이 1929년에 지점으로 승격되면서 본격적으로 백화점의 면모를 갖추게 되었다. 대형 백화점의 등장은 정찰제 판매, 박리다매 전략의 등장으로 우리나라 유통에 큰 변화를 불러왔다. 미츠코시 백화점은 일반 시민들에게 일상적인 공간으로 자리 잡았으나 이면에는 일제강점기 소비문화의 모순이 감춰져 있기도 했다. 현재는 서울특별시 중구 신세계백화점 본점 본관으로 사용되고 있다.",공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다",https://minio.nculture.org/amsweb-opt/multimedia_assets/125/85820/93650/c/%EA%B5%AC-%EB%AF%B8%EC%93%B0%EC%BD%94%EC%8B%9C-%EA%B2%BD%EC%84%B1%EC%A7%80%EC%A0%90-%281%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7134,근대-일제강점기(1910.8.22~1945.8.14),서울특별시,중구,서울특별시 중구 소공로 63,37.56091902,126.980979,신세계백화점 본점,20230101,"백화점, 미츠코시, 이상, 채만식",M,미디어 & 엔터테인먼트/음악 애호가/팝 음악 팬,61,52,20231230
